"player","BBRefID","BBRefBirthDate","season","pos","age","tm","g","gs","mp"
"Jamel Thomas","thomaja01","1973-03-25","2000","SF",26,"BOS",3,0,19
"Jamel Thomas","thomaja01","1973-03-25","2000","SF",26,"GSW",4,0,27
"Jamel Thomas","thomaja01","1973-03-25","2001","SF",27,"NJN",5,0,56
"James Anderson","anderja01","1989-03-25","2011","SF",21,"SAS",26,2,286
"James Anderson","anderja01","1989-03-25","2016","SG",26,"SAC",51,15,721
"James Anderson","anderja01","1989-03-25","2014","SG",24,"PHI",80,62,2309
"James Anderson","anderja01","1989-03-25","2013","SF",23,"SAS",10,0,94
"James Anderson","anderja01","1989-03-25","2012","SG",22,"SAS",51,2,603
"James Anderson","anderja01","1989-03-25","2013","SG",23,"HOU",29,2,307
"James Augustine","augusja01","1984-02-27","2008","PF",23,"ORL",25,0,149
"James Augustine","augusja01","1984-02-27","2007","PF",22,"ORL",2,0,7
"James Blackwell","blackja01","1968-02-25","1995","PG",26,"CHH",4,0,19
"James Blackwell","blackja01","1968-02-25","1995","PG",26,"BOS",9,0,61
"James Collins","collija01","1973-11-05","1998","SG",24,"LAC",23,0,103
"James Cotton","cottoja02","1975-12-14","1999","SG",23,"SEA",10,0,59
"James Cotton","cottoja02","1975-12-14","1998","SG",22,"SEA",9,0,33
"James Donaldson","donalja01","1957-08-16","1993","C",35,"UTA",6,1,94
"James Donaldson","donalja01","1957-08-16","1995","C",37,"UTA",43,40,613
"James Donaldson","donalja01","1957-08-16","1992","C",34,"DAL",44,32,994
"James Donaldson","donalja01","1957-08-16","1992","C",34,"NYK",14,0,81
"James Donaldson","donalja01","1957-08-16","1990","C",32,"DAL",73,73,2265
"James Donaldson","donalja01","1957-08-16","1991","C",33,"DAL",82,82,2800
"James Edwards","edwarja01","1955-11-22","1992","C",36,"LAC",72,11,1437
"James Edwards","edwarja01","1955-11-22","1994","C",38,"LAL",45,2,469
"James Edwards","edwarja01","1955-11-22","1993","C",37,"LAL",52,0,617
"James Edwards","edwarja01","1955-11-22","1995","C",39,"POR",28,0,266
"James Edwards","edwarja01","1955-11-22","1991","C",35,"DET",72,70,1903
"James Edwards","edwarja01","1955-11-22","1996","C",40,"CHI",28,0,274
"James Edwards","edwarja01","1955-11-22","1990","C",34,"DET",82,70,2283
"James Ennis","ennisja01","1990-07-01","2017","SF",26,"MEM",64,28,1501
"James Ennis","ennisja01","1990-07-01","2018","SF",27,"DET",27,8,551
"James Ennis","ennisja01","1990-07-01","2015","SF",24,"MIA",62,3,1051
"James Ennis","ennisja01","1990-07-01","2016","SF",25,"NOP",9,5,282
"James Ennis","ennisja01","1990-07-01","2019","SF",28,"HOU",40,25,949
"James Ennis","ennisja01","1990-07-01","2016","SF",25,"MIA",3,0,7
"James Ennis","ennisja01","1990-07-01","2018","SF",27,"MEM",45,14,1053
"James Ennis","ennisja01","1990-07-01","2020","SG",29,"ORL",20,18,489
"James Ennis","ennisja01","1990-07-01","2019","SF",28,"PHI",18,2,281
"James Ennis","ennisja01","1990-07-01","2016","SF",25,"MEM",10,0,40
"James Ennis","ennisja01","1990-07-01","2021","SF",30,"ORL",41,37,986
"James Ennis","ennisja01","1990-07-01","2020","SF",29,"PHI",49,0,776
"James Harden","hardeja01","1989-08-26","2017","PG",27,"HOU",81,81,2947
"James Harden","hardeja01","1989-08-26","2018","SG",28,"HOU",72,72,2551
"James Harden","hardeja01","1989-08-26","2014","SG",24,"HOU",73,73,2777
"James Harden","hardeja01","1989-08-26","2015","SG",25,"HOU",81,81,2981
"James Harden","hardeja01","1989-08-26","2020","SG",30,"HOU",68,68,2483
"James Harden","hardeja01","1989-08-26","2016","SG",26,"HOU",82,82,3125
"James Harden","hardeja01","1989-08-26","2013","SG",23,"HOU",78,78,2985
"James Harden","hardeja01","1989-08-26","2010","SG",20,"OKC",76,0,1738
"James Harden","hardeja01","1989-08-26","2021","PG",31,"BRK",36,35,1319
"James Harden","hardeja01","1989-08-26","2021","SG",31,"HOU",8,8,290
"James Harden","hardeja01","1989-08-26","2012","SG",22,"OKC",62,2,1946
"James Harden","hardeja01","1989-08-26","2019","PG",29,"HOU",78,78,2867
"James Harden","hardeja01","1989-08-26","2011","SG",21,"OKC",82,5,2189
"James Johnson","johnsja01","1987-02-20","2012","SF",24,"TOR",62,40,1561
"James Johnson","johnsja01","1987-02-20","2010","PF",22,"CHI",65,11,757
"James Johnson","johnsja01","1987-02-20","2021","PF",33,"DAL",29,1,504
"James Johnson","johnsja01","1987-02-20","2019","PF",31,"MIA",55,33,1164
"James Johnson","johnsja01","1987-02-20","2021","PF",33,"NOP",22,11,539
"James Johnson","johnsja01","1987-02-20","2011","SF",23,"CHI",13,0,123
"James Johnson","johnsja01","1987-02-20","2018","PF",30,"MIA",73,41,1943
"James Johnson","johnsja01","1987-02-20","2015","PF",27,"TOR",70,17,1370
"James Johnson","johnsja01","1987-02-20","2013","SF",25,"SAC",54,11,878
"James Johnson","johnsja01","1987-02-20","2017","PF",29,"MIA",76,5,2085
"James Johnson","johnsja01","1987-02-20","2020","C",32,"MIN",14,1,338
"James Johnson","johnsja01","1987-02-20","2014","SF",26,"MEM",52,4,956
"James Johnson","johnsja01","1987-02-20","2016","PF",28,"TOR",57,32,926
"James Johnson","johnsja01","1987-02-20","2020","PF",32,"MIA",18,0,281
"James Johnson","johnsja01","1987-02-20","2011","SF",23,"TOR",25,25,699
"James Jones","jonesja02","1980-10-04","2014","SF",33,"MIA",20,6,236
"James Jones","jonesja02","1980-10-04","2010","SF",29,"MIA",36,6,503
"James Jones","jonesja02","1980-10-04","2008","SF",27,"POR",58,3,1276
"James Jones","jonesja02","1980-10-04","2017","SF",36,"CLE",48,2,381
"James Jones","jonesja02","1980-10-04","2009","SF",28,"MIA",40,1,630
"James Jones","jonesja02","1980-10-04","2005","SF",24,"IND",75,24,1330
"James Jones","jonesja02","1980-10-04","2007","SF",26,"PHO",76,7,1376
"James Jones","jonesja02","1980-10-04","2016","SF",35,"CLE",48,0,463
"James Jones","jonesja02","1980-10-04","2006","SF",25,"PHO",75,24,1772
"James Jones","jonesja02","1980-10-04","2011","SF",30,"MIA",81,8,1549
"James Jones","jonesja02","1980-10-04","2012","SG",31,"MIA",51,10,666
"James Jones","jonesja02","1980-10-04","2013","SF",32,"MIA",38,0,221
"James Jones","jonesja02","1980-10-04","2015","SF",34,"CLE",57,2,669
"James Jones","jonesja02","1980-10-04","2004","SF",23,"IND",6,0,26
"James Lang","langja01","1983-10-17","2007","C",23,"WAS",11,0,55
"James Michael McAdoo","mcadoja01","1993-01-04","2017","PF",24,"GSW",52,2,457
"James Michael McAdoo","mcadoja01","1993-01-04","2016","PF",23,"GSW",41,1,262
"James Michael McAdoo","mcadoja01","1993-01-04","2015","PF",22,"GSW",15,0,137
"James Michael McAdoo","mcadoja01","1993-01-04","2018","PF",25,"PHI",3,0,18
"James Nunnally","nunnaja01","1990-07-14","2019","SF",28,"MIN",13,0,64
"James Nunnally","nunnaja01","1990-07-14","2019","SF",28,"HOU",2,0,38
"James Nunnally","nunnaja01","1990-07-14","2014","SF",23,"PHI",9,0,111
"James Nunnally","nunnaja01","1990-07-14","2014","SF",23,"ATL",4,0,54
"James Nunnally","nunnaja01","1990-07-14","2021","SF",30,"NOP",9,0,48
"James Posey","poseyja01","1977-01-13","2003","SF",26,"HOU",58,47,1646
"James Posey","poseyja01","1977-01-13","2002","SF",25,"DEN",73,63,2238
"James Posey","poseyja01","1977-01-13","2008","PF",31,"BOS",74,2,1821
"James Posey","poseyja01","1977-01-13","2007","SF",30,"MIA",71,19,1919
"James Posey","poseyja01","1977-01-13","2010","SF",33,"NOH",77,2,1731
"James Posey","poseyja01","1977-01-13","2011","SF",34,"IND",49,0,839
"James Posey","poseyja01","1977-01-13","2009","SG",32,"NOH",75,0,2140
"James Posey","poseyja01","1977-01-13","2001","SF",24,"DEN",82,82,2255
"James Posey","poseyja01","1977-01-13","2006","SF",29,"MIA",67,63,1914
"James Posey","poseyja01","1977-01-13","2003","SF",26,"DEN",25,24,872
"James Posey","poseyja01","1977-01-13","2000","SF",23,"DEN",81,77,2052
"James Posey","poseyja01","1977-01-13","2004","SG",27,"MEM",82,82,2451
"James Posey","poseyja01","1977-01-13","2005","SF",28,"MEM",50,18,1382
"James Robinson","robinja02","1970-08-31","1996","PG",25,"POR",76,5,1627
"James Robinson","robinja02","1970-08-31","1995","PG",24,"POR",71,25,1539
"James Robinson","robinja02","1970-08-31","1998","PG",27,"LAC",70,13,1231
"James Robinson","robinja02","1970-08-31","1999","PG",28,"MIN",17,0,226
"James Robinson","robinja02","1970-08-31","1997","PG",26,"MIN",69,5,1309
"James Robinson","robinja02","1970-08-31","1994","PG",23,"POR",58,3,673
"James Robinson","robinja02","1970-08-31","1999","PG",28,"LAC",14,0,280
"James Robinson","robinja02","1970-08-31","2001","PG",30,"ORL",6,0,50
"James Scott","scottja01","1972-06-06","1997","SF",24,"MIA",8,0,32
"James Singleton","singlja01","1981-07-20","2009","PF",27,"DAL",62,6,884
"James Singleton","singlja01","1981-07-20","2006","SF",24,"LAC",59,10,753
"James Singleton","singlja01","1981-07-20","2010","PF",28,"WAS",32,3,766
"James Singleton","singlja01","1981-07-20","2007","PF",25,"LAC",53,0,376
"James Singleton","singlja01","1981-07-20","2010","SF",28,"DAL",25,0,211
"James Singleton","singlja01","1981-07-20","2012","PF",30,"WAS",12,0,262
"James Southerland","southja01","1990-04-28","2014","SF",23,"CHA",1,0,3
"James Southerland","southja01","1990-04-28","2014","SF",23,"NOP",3,0,27
"James Thomas","thomaja02","1980-11-22","2005","PF",24,"POR",9,2,112
"James Thomas","thomaja02","1980-11-22","2005","PF",24,"ATL",2,0,5
"James Thomas","thomaja02","1980-11-22","2006","PF",25,"CHI",7,0,26
"James Thomas","thomaja02","1980-11-22","2006","PF",25,"PHI",15,0,124
"James Webb III","webbja01","1993-08-19","2018","SF",24,"BRK",10,0,120
"James White","whiteja02","1982-10-21","2009","SF",26,"HOU",4,0,11
"James White","whiteja02","1982-10-21","2007","SG",24,"SAS",6,2,137
"James White","whiteja02","1982-10-21","2013","SF",30,"NYK",57,16,435
"James Wiseman","wisemja01","2001-03-31","2021","C",19,"GSW",39,27,836
"James Worthy","worthja01","1961-02-27","1993","SF",31,"LAL",82,69,2359
"James Worthy","worthja01","1961-02-27","1991","SF",29,"LAL",78,74,3008
"James Worthy","worthja01","1961-02-27","1994","SF",32,"LAL",80,2,1597
"James Worthy","worthja01","1961-02-27","1990","SF",28,"LAL",80,80,2960
"James Worthy","worthja01","1961-02-27","1992","SF",30,"LAL",54,54,2108
"James Young","youngja01","1995-08-16","2018","SG",22,"PHI",6,0,61
"James Young","youngja01","1995-08-16","2017","SG",21,"BOS",29,0,220
"James Young","youngja01","1995-08-16","2016","SG",20,"BOS",29,0,199
"James Young","youngja01","1995-08-16","2015","SG",19,"BOS",31,0,332
"JamesOn Curry","curryja01","1986-01-07","2010","PG",24,"LAC",1,0,0
"Jamie Feick","feickja01","1974-07-03","2000","C",25,"NJN",81,17,2241
"Jamie Feick","feickja01","1974-07-03","1997","C",22,"CHH",3,0,10
"Jamie Feick","feickja01","1974-07-03","1998","PF",23,"MIL",45,2,450
"Jamie Feick","feickja01","1974-07-03","1999","PF",24,"NJN",26,16,849
"Jamie Feick","feickja01","1974-07-03","1999","C",24,"MIL",2,0,3
"Jamie Feick","feickja01","1974-07-03","2001","C",26,"NJN",6,0,149
"Jamie Feick","feickja01","1974-07-03","1997","PF",22,"SAS",38,0,614
"Jamie Watson","watsoja01","1972-02-23","1996","SF",23,"UTA",16,0,217
"Jamie Watson","watsoja01","1972-02-23","1995","SF",22,"UTA",60,1,673
"Jamie Watson","watsoja01","1972-02-23","1999","SF",26,"MIA",3,0,18
"Jamie Watson","watsoja01","1972-02-23","1997","SF",24,"UTA",13,0,129
"Jamie Watson","watsoja01","1972-02-23","1997","SF",24,"DAL",10,6,211
"Jamil Wilson","wilsoja02","1990-11-21","2018","SF",27,"LAC",15,10,274
"Jamison Brewer","breweja01","1980-11-19","2004","PG",23,"IND",13,1,160
"Jamison Brewer","breweja01","1980-11-19","2003","PG",22,"IND",10,0,80
"Jamison Brewer","breweja01","1980-11-19","2002","SG",21,"IND",13,0,43
"Jamison Brewer","breweja01","1980-11-19","2005","PG",24,"NYK",18,0,185
"JaMychal Green","greenja01","1990-06-21","2017","PF",26,"MEM",77,75,2101
"JaMychal Green","greenja01","1990-06-21","2020","PF",29,"LAC",63,1,1307
"JaMychal Green","greenja01","1990-06-21","2019","PF",28,"MEM",41,4,900
"JaMychal Green","greenja01","1990-06-21","2019","PF",28,"LAC",24,2,471
"JaMychal Green","greenja01","1990-06-21","2015","PF",24,"SAS",4,0,25
"JaMychal Green","greenja01","1990-06-21","2016","PF",25,"MEM",78,15,1446
"JaMychal Green","greenja01","1990-06-21","2015","PF",24,"MEM",20,1,139
"JaMychal Green","greenja01","1990-06-21","2018","PF",27,"MEM",55,54,1542
"JaMychal Green","greenja01","1990-06-21","2021","PF",30,"DEN",58,5,1120
"Jan Veselý","veselja01","1990-04-24","2013","PF",22,"WAS",51,4,601
"Jan Veselý","veselja01","1990-04-24","2014","PF",23,"DEN",21,0,306
"Jan Veselý","veselja01","1990-04-24","2014","PF",23,"WAS",33,1,470
"Jan Veselý","veselja01","1990-04-24","2012","PF",21,"WAS",57,20,1078
"Jannero Pargo","pargoja01","1979-10-22","2013","PG",33,"CHA",18,0,292
"Jannero Pargo","pargoja01","1979-10-22","2007","PG",27,"NOK",82,7,1710
"Jannero Pargo","pargoja01","1979-10-22","2004","PG",24,"CHI",13,1,345
"Jannero Pargo","pargoja01","1979-10-22","2004","PG",24,"LAL",13,0,63
"Jannero Pargo","pargoja01","1979-10-22","2013","PG",33,"ATL",7,0,113
"Jannero Pargo","pargoja01","1979-10-22","2004","PG",24,"TOR",5,0,71
"Jannero Pargo","pargoja01","1979-10-22","2013","PG",33,"WAS",7,0,102
"Jannero Pargo","pargoja01","1979-10-22","2012","PG",32,"ATL",50,0,671
"Jannero Pargo","pargoja01","1979-10-22","2015","PG",35,"CHO",9,0,73
"Jannero Pargo","pargoja01","1979-10-22","2008","SG",28,"NOH",80,5,1497
"Jannero Pargo","pargoja01","1979-10-22","2014","PG",34,"CHA",29,0,242
"Jannero Pargo","pargoja01","1979-10-22","2003","PG",23,"LAL",34,0,342
"Jannero Pargo","pargoja01","1979-10-22","2005","PG",25,"CHI",32,0,453
"Jannero Pargo","pargoja01","1979-10-22","2006","PG",26,"CHI",57,0,646
"Jannero Pargo","pargoja01","1979-10-22","2010","PG",30,"CHI",63,5,829
"Jared Cunningham","cunnija01","1991-05-22","2016","SG",24,"MIL",4,0,55
"Jared Cunningham","cunnija01","1991-05-22","2014","SG",22,"SAC",8,0,58
"Jared Cunningham","cunnija01","1991-05-22","2014","SG",22,"ATL",5,0,22
"Jared Cunningham","cunnija01","1991-05-22","2015","SG",23,"LAC",19,0,89
"Jared Cunningham","cunnija01","1991-05-22","2016","SG",24,"CLE",40,3,355
"Jared Cunningham","cunnija01","1991-05-22","2013","SG",21,"DAL",8,0,26
"Jared Dudley","dudleja01","1985-07-10","2014","SF",28,"LAC",74,43,1729
"Jared Dudley","dudleja01","1985-07-10","2009","SF",23,"PHO",48,0,728
"Jared Dudley","dudleja01","1985-07-10","2012","SG",26,"PHO",65,60,2020
"Jared Dudley","dudleja01","1985-07-10","2021","PF",35,"LAL",12,0,81
"Jared Dudley","dudleja01","1985-07-10","2013","SF",27,"PHO",79,50,2170
"Jared Dudley","dudleja01","1985-07-10","2008","PF",22,"CHA",73,14,1384
"Jared Dudley","dudleja01","1985-07-10","2019","PF",33,"BRK",59,25,1220
"Jared Dudley","dudleja01","1985-07-10","2020","PF",34,"LAL",45,1,364
"Jared Dudley","dudleja01","1985-07-10","2011","SF",25,"PHO",82,15,2140
"Jared Dudley","dudleja01","1985-07-10","2018","PF",32,"PHO",48,0,686
"Jared Dudley","dudleja01","1985-07-10","2016","PF",30,"WAS",81,41,2098
"Jared Dudley","dudleja01","1985-07-10","2017","PF",31,"PHO",64,7,1362
"Jared Dudley","dudleja01","1985-07-10","2010","SF",24,"PHO",82,1,1991
"Jared Dudley","dudleja01","1985-07-10","2015","SG",29,"MIL",72,22,1717
"Jared Dudley","dudleja01","1985-07-10","2009","SF",23,"CHA",20,7,427
"Jared Harper","harpeja01","1997-09-14","2021","PG",23,"NYK",8,0,16
"Jared Harper","harpeja01","1997-09-14","2020","PG",22,"PHO",3,0,8
"Jared Jeffries","jeffrja01","1981-11-25","2004","PF",22,"WAS",82,38,1913
"Jared Jeffries","jeffrja01","1981-11-25","2007","SF",25,"NYK",55,43,1307
"Jared Jeffries","jeffrja01","1981-11-25","2013","PF",31,"POR",38,0,350
"Jared Jeffries","jeffrja01","1981-11-25","2011","PF",29,"HOU",18,0,138
"Jared Jeffries","jeffrja01","1981-11-25","2011","PF",29,"NYK",24,9,463
"Jared Jeffries","jeffrja01","1981-11-25","2010","SF",28,"HOU",18,0,332
"Jared Jeffries","jeffrja01","1981-11-25","2009","SF",27,"NYK",56,36,1310
"Jared Jeffries","jeffrja01","1981-11-25","2010","PF",28,"NYK",52,37,1462
"Jared Jeffries","jeffrja01","1981-11-25","2003","SF",21,"WAS",20,1,292
"Jared Jeffries","jeffrja01","1981-11-25","2006","PF",24,"WAS",77,77,1951
"Jared Jeffries","jeffrja01","1981-11-25","2005","SF",23,"WAS",77,71,2007
"Jared Jeffries","jeffrja01","1981-11-25","2012","PF",30,"NYK",39,4,729
"Jared Jeffries","jeffrja01","1981-11-25","2008","SF",26,"NYK",73,19,1325
"Jared Reiner","reineja01","1982-04-08","2005","C",22,"CHI",19,2,132
"Jared Reiner","reineja01","1982-04-08","2007","C",24,"MIL",27,2,244
"Jared Sullinger","sullija01","1992-03-04","2013","PF",20,"BOS",45,5,892
"Jared Sullinger","sullija01","1992-03-04","2014","PF",21,"BOS",74,44,2041
"Jared Sullinger","sullija01","1992-03-04","2016","PF",23,"BOS",81,73,1915
"Jared Sullinger","sullija01","1992-03-04","2015","PF",22,"BOS",58,49,1566
"Jared Sullinger","sullija01","1992-03-04","2017","PF",24,"TOR",11,1,118
"Jared Terrell","terreja01","1995-02-10","2019","SG",23,"MIN",14,0,111
"Jarell Eddie","eddieja01","1991-10-30","2018","SF",26,"CHI",1,0,3
"Jarell Eddie","eddieja01","1991-10-30","2018","SF",26,"BOS",2,0,6
"Jarell Eddie","eddieja01","1991-10-30","2016","SF",24,"WAS",26,0,147
"Jarell Eddie","eddieja01","1991-10-30","2017","SF",25,"PHO",5,0,62
"Jarell Martin","martija01","1994-05-24","2017","PF",22,"MEM",42,3,558
"Jarell Martin","martija01","1994-05-24","2016","PF",21,"MEM",27,0,380
"Jarell Martin","martija01","1994-05-24","2018","PF",23,"MEM",73,36,1661
"Jarell Martin","martija01","1994-05-24","2019","PF",24,"ORL",42,1,328
"Jaren Jackson","jacksja01","1967-10-27","1999","SG",31,"SAS",47,13,861
"Jaren Jackson","jacksja01","1967-10-27","1995","SG",27,"PHI",21,1,257
"Jaren Jackson","jacksja01","1967-10-27","1996","SG",28,"HOU",4,0,33
"Jaren Jackson","jacksja01","1967-10-27","1990","SG",22,"NJN",28,0,160
"Jaren Jackson","jacksja01","1967-10-27","1992","SG",24,"GSW",5,0,54
"Jaren Jackson","jacksja01","1967-10-27","1998","SG",30,"SAS",82,45,2226
"Jaren Jackson","jacksja01","1967-10-27","1997","SG",29,"WSB",75,0,1133
"Jaren Jackson","jacksja01","1967-10-27","1993","SG",25,"LAC",34,0,350
"Jaren Jackson","jacksja01","1967-10-27","2000","SG",32,"SAS",81,12,1691
"Jaren Jackson","jacksja01","1967-10-27","2002","SG",34,"ORL",9,0,144
"Jaren Jackson","jacksja01","1967-10-27","1994","SG",26,"POR",29,0,187
"Jaren Jackson","jacksja01","1967-10-27","2001","SG",33,"SAS",16,0,114
"Jaren Jackson Jr.","jacksja02","1999-09-15","2020","C",20,"MEM",57,57,1622
"Jaren Jackson Jr.","jacksja02","1999-09-15","2021","C",21,"MEM",11,4,258
"Jaren Jackson Jr.","jacksja02","1999-09-15","2019","PF",19,"MEM",58,56,1515
"Jarnell Stokes","stokeja01","1994-01-07","2016","C",22,"MEM",2,0,4
"Jarnell Stokes","stokeja01","1994-01-07","2015","PF",21,"MEM",19,2,126
"Jarnell Stokes","stokeja01","1994-01-07","2016","C",22,"MIA",5,0,14
"Jarnell Stokes","stokeja01","1994-01-07","2017","C",23,"DEN",2,0,7
"Jaron Blossomgame","blossja01","1993-09-16","2019","SF",25,"CLE",27,4,439
"Jarred Vanderbilt","vandeja01","1999-04-03","2020","PF",20,"MIN",2,0,5
"Jarred Vanderbilt","vandeja01","1999-04-03","2021","PF",21,"MIN",64,30,1139
"Jarred Vanderbilt","vandeja01","1999-04-03","2020","PF",20,"DEN",9,0,41
"Jarred Vanderbilt","vandeja01","1999-04-03","2019","PF",19,"DEN",17,0,69
"Jarrell Brantley","brantja01","1996-06-07","2020","PF",23,"UTA",9,0,96
"Jarrell Brantley","brantja01","1996-06-07","2021","PF",24,"UTA",28,0,138
"Jarrett Allen","allenja01","1998-04-21","2020","C",21,"BRK",70,64,1852
"Jarrett Allen","allenja01","1998-04-21","2021","C",22,"BRK",12,5,320
"Jarrett Allen","allenja01","1998-04-21","2018","C",19,"BRK",72,31,1441
"Jarrett Allen","allenja01","1998-04-21","2019","C",20,"BRK",80,80,2096
"Jarrett Allen","allenja01","1998-04-21","2021","C",22,"CLE",51,40,1544
"Jarrett Culver","culveja01","1999-02-20","2020","SG",20,"MIN",63,35,1506
"Jarrett Culver","culveja01","1999-02-20","2021","SG",21,"MIN",34,7,499
"Jarrett Jack","jackja01","1983-10-28","2011","PG",27,"TOR",13,13,347
"Jarrett Jack","jackja01","1983-10-28","2017","PG",33,"NOP",2,0,33
"Jarrett Jack","jackja01","1983-10-28","2011","SG",27,"NOH",70,2,1375
"Jarrett Jack","jackja01","1983-10-28","2014","PG",30,"CLE",80,31,2252
"Jarrett Jack","jackja01","1983-10-28","2015","PG",31,"BRK",80,27,2241
"Jarrett Jack","jackja01","1983-10-28","2012","PG",28,"NOH",45,39,1530
"Jarrett Jack","jackja01","1983-10-28","2007","PG",23,"POR",79,79,2651
"Jarrett Jack","jackja01","1983-10-28","2009","SG",25,"IND",82,53,2716
"Jarrett Jack","jackja01","1983-10-28","2008","SG",24,"POR",82,16,2229
"Jarrett Jack","jackja01","1983-10-28","2013","SG",29,"GSW",79,4,2349
"Jarrett Jack","jackja01","1983-10-28","2018","PG",34,"NYK",62,56,1548
"Jarrett Jack","jackja01","1983-10-28","2016","PG",32,"BRK",32,32,1027
"Jarrett Jack","jackja01","1983-10-28","2010","PG",26,"TOR",82,43,2243
"Jarrett Jack","jackja01","1983-10-28","2006","SG",22,"POR",79,4,1599
"Jarrod Uthoff","uthofja01","1993-05-19","2020","PF",26,"MEM",4,0,14
"Jarrod Uthoff","uthofja01","1993-05-19","2020","PF",26,"WAS",3,0,39
"Jarrod Uthoff","uthofja01","1993-05-19","2017","PF",23,"DAL",9,0,115
"Jarron Collins","collija03","1978-12-02","2008","C",29,"UTA",70,9,702
"Jarron Collins","collija03","1978-12-02","2004","C",25,"UTA",81,31,1732
"Jarron Collins","collija03","1978-12-02","2011","C",32,"LAC",23,0,157
"Jarron Collins","collija03","1978-12-02","2002","C",23,"UTA",70,68,1440
"Jarron Collins","collija03","1978-12-02","2010","C",31,"PHO",34,10,261
"Jarron Collins","collija03","1978-12-02","2006","C",27,"UTA",79,41,1730
"Jarron Collins","collija03","1978-12-02","2003","C",24,"UTA",22,7,421
"Jarron Collins","collija03","1978-12-02","2009","C",30,"UTA",26,3,201
"Jarron Collins","collija03","1978-12-02","2007","C",28,"UTA",82,9,913
"Jarron Collins","collija03","1978-12-02","2005","C",26,"UTA",50,38,961
"Jarron Collins","collija03","1978-12-02","2011","C",32,"POR",5,0,24
"Jarvis Hayes","hayesja01","1981-08-09","2009","SF",27,"NJN",74,1,1832
"Jarvis Hayes","hayesja01","1981-08-09","2008","SF",26,"DET",82,1,1287
"Jarvis Hayes","hayesja01","1981-08-09","2010","SF",28,"NJN",45,19,1033
"Jarvis Hayes","hayesja01","1981-08-09","2007","SF",25,"WAS",81,17,1626
"Jarvis Hayes","hayesja01","1981-08-09","2006","SG",24,"WAS",21,13,516
"Jarvis Hayes","hayesja01","1981-08-09","2005","SF",23,"WAS",54,22,1560
"Jarvis Hayes","hayesja01","1981-08-09","2004","SF",22,"WAS",70,42,2044
"Jarvis Varnado","varnaja01","1988-03-01","2013","PF",24,"MIA",8,0,40
"Jarvis Varnado","varnaja01","1988-03-01","2013","PF",24,"BOS",5,0,18
"Jarvis Varnado","varnaja01","1988-03-01","2014","PF",25,"PHI",23,0,337
"Jarvis Varnado","varnaja01","1988-03-01","2014","PF",25,"CHI",1,0,2
"Jason Caffey","caffeja01","1973-06-12","2003","PF",29,"MIL",51,16,894
"Jason Caffey","caffeja01","1973-06-12","1997","PF",23,"CHI",75,19,1405
"Jason Caffey","caffeja01","1973-06-12","2002","PF",28,"MIL",23,0,283
"Jason Caffey","caffeja01","1973-06-12","1998","PF",24,"GSW",29,6,713
"Jason Caffey","caffeja01","1973-06-12","1996","PF",22,"CHI",57,0,545
"Jason Caffey","caffeja01","1973-06-12","2001","PF",27,"MIL",70,33,1460
"Jason Caffey","caffeja01","1973-06-12","1998","PF",24,"CHI",51,8,710
"Jason Caffey","caffeja01","1973-06-12","1999","PF",25,"GSW",35,32,876
"Jason Caffey","caffeja01","1973-06-12","2000","PF",26,"GSW",71,56,2159
"Jason Collier","collija02","1977-09-08","2005","C",27,"ATL",70,44,942
"Jason Collier","collija02","1977-09-08","2002","C",24,"HOU",25,2,365
"Jason Collier","collija02","1977-09-08","2004","C",26,"ATL",20,16,545
"Jason Collier","collija02","1977-09-08","2003","C",25,"HOU",13,3,104
"Jason Collier","collija02","1977-09-08","2001","C",23,"HOU",23,0,222
"Jason Collins","collija04","1978-12-02","2014","C",35,"BRK",22,1,172
"Jason Collins","collija04","1978-12-02","2005","C",26,"NJN",80,80,2542
"Jason Collins","collija04","1978-12-02","2013","C",34,"WAS",6,2,54
"Jason Collins","collija04","1978-12-02","2010","C",31,"ATL",24,0,115
"Jason Collins","collija04","1978-12-02","2011","C",32,"ATL",49,28,593
"Jason Collins","collija04","1978-12-02","2006","C",27,"NJN",71,70,1895
"Jason Collins","collija04","1978-12-02","2002","C",23,"NJN",77,9,1407
"Jason Collins","collija04","1978-12-02","2003","C",24,"NJN",81,66,1900
"Jason Collins","collija04","1978-12-02","2008","C",29,"NJN",43,23,684
"Jason Collins","collija04","1978-12-02","2007","PF",28,"NJN",80,78,1844
"Jason Collins","collija04","1978-12-02","2008","C",29,"MEM",31,3,488
"Jason Collins","collija04","1978-12-02","2012","C",33,"ATL",30,10,308
"Jason Collins","collija04","1978-12-02","2009","C",30,"MIN",31,22,422
"Jason Collins","collija04","1978-12-02","2013","C",34,"BOS",32,7,330
"Jason Collins","collija04","1978-12-02","2004","C",25,"NJN",78,78,2220
"Jason Hart","hartja01","1978-04-29","2008","PG",29,"UTA",57,0,606
"Jason Hart","hartja01","1978-04-29","2007","PG",28,"LAC",23,22,746
"Jason Hart","hartja01","1978-04-29","2005","PG",26,"CHA",74,27,1887
"Jason Hart","hartja01","1978-04-29","2009","PG",30,"LAC",28,2,312
"Jason Hart","hartja01","1978-04-29","2007","PG",28,"SAC",13,0,100
"Jason Hart","hartja01","1978-04-29","2009","PG",30,"DEN",11,0,36
"Jason Hart","hartja01","1978-04-29","2004","PG",25,"SAS",53,5,660
